學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
103,0020,國立東華大學,140710,教育行政與管理學系,D 日,B 學士,168,10,39,15 花蓮縣,1 一般
103,0020,國立東華大學,140710,教育行政與管理學系,N 職,M 碩士,64,0,22,15 花蓮縣,1 一般
103,0020,國立東華大學,210401,音樂學系,D 日,M 碩士,18,0,7,15 花蓮縣,1 一般
103,0020,國立東華大學,210401,音樂學系,D 日,B 學士,90,12,23,15 花蓮縣,1 一般
103,0020,國立東華大學,210709,藝術與(創意)設計學系,D 日,M 碩士,42,0,5,15 花蓮縣,1 一般
103,0020,國立東華大學,210709,藝術與(創意)設計學系,D 日,B 學士,217,11,45,15 花蓮縣,1 一般
103,0020,國立東華大學,210716,藝術創意產業學系,D 日,M 碩士,65,0,17,15 花蓮縣,1 一般
103,0020,國立東華大學,210716,藝術創意產業學系,D 日,B 學士,207,12,44,15 花蓮縣,1 一般
103,0020,國立東華大學,220201,(中)國(語)文學系,D 日,D 博士,56,0,6,15 花蓮縣,1 一般
103,0020,國立東華大學,220201,(中)國(語)文學系,D 日,M 碩士,55,0,16,15 花蓮縣,1 一般
103,0020,國立東華大學,220201,(中)國(語)文學系,D 日,B 學士,223,20,41,15 花蓮縣,1 一般
103,0020,國立東華大學,220201,(中)國(語)文學系,S 暑,M 碩士,15,0,6,15 花蓮縣,1 一般
103,0020,國立東華大學,220211,華文文學系,D 日,M 碩士,58,0,9,15 花蓮縣,1 一般
103,0020,國立東華大學,220211,華文文學系,D 日,B 學士,203,12,45,15 花蓮縣,1 一般
103,0020,國立東華大學,220310,英美(語)文學系,D 日,D 博士,1,0,1,15 花蓮縣,1 一般
103,0020,國立東華大學,220310,英美(語)文學系,D 日,M 碩士,44,0,6,15 花蓮縣,1 一般
103,0020,國立東華大學,220310,英美(語)文學系,D 日,B 學士,241,17,65,15 花蓮縣,1 一般
103,0020,國立東華大學,220708,民族語言與傳播學系,D 日,B 學士,174,9,42,15 花蓮縣,1 一般
103,0020,國立東華大學,220901,(歷)史學系,D 日,M 碩士,26,0,6,15 花蓮縣,1 一般
103,0020,國立東華大學,220901,(歷)史學系,D 日,B 學士,231,13,54,15 花蓮縣,1 一般
103,0020,國立東華大學,310101,經濟學系,D 日,D 博士,9,0,4,15 花蓮縣,1 一般
103,0020,國立東華大學,310101,經濟學系,D 日,M 碩士,25,0,22,15 花蓮縣,1 一般
103,0020,國立東華大學,310101,經濟學系,D 日,B 學士,224,15,56,15 花蓮縣,1 一般
103,0020,國立東華大學,310301,社會學系,D 日,M 碩士,22,0,9,15 花蓮縣,1 一般
103,0020,國立東華大學,310301,社會學系,D 日,B 學士,193,13,55,15 花蓮縣,1 一般
103,0020,國立東華大學,310402,民族(事務與)發展學系,D 日,M 碩士,52,0,0,15 花蓮縣,1 一般
103,0020,國立東華大學,310402,民族(事務與)發展學系,D 日,B 學士,174,9,0,15 花蓮縣,1 一般
103,0020,國立東華大學,310402,民族(事務與)發展學系,N 職,M 碩士,16,0,0,15 花蓮縣,1 一般
103,0020,國立東華大學,310404,族群(關係)與文化學系,D 日,D 博士,16,0,2,15 花蓮縣,1 一般
103,0020,國立東華大學,310404,族群(關係)與文化學系,D 日,M 碩士,17,0,5,15 花蓮縣,1 一般
103,0020,國立東華大學,310404,族群(關係)與文化學系,D 日,B 學士,180,14,22,15 花蓮縣,1 一般
103,0020,國立東華大學,310404,族群(關係)與文化學系,N 職,M 碩士,36,0,3,15 花蓮縣,1 一般
103,0020,國立東華大學,310518,諮商與臨床心理學系,D 日,M 碩士,132,0,38,15 花蓮縣,1 一般
103,0020,國立東華大學,310518,諮商與臨床心理學系,D 日,B 學士,220,17,60,15 花蓮縣,1 一般
103,0020,國立東華大學,310720,臺灣文化(及語言)(文學)學系,D 日,M 碩士,48,0,11,15 花蓮縣,1 一般
103,0020,國立東華大學,310720,臺灣文化(及語言)(文學)學系,D 日,B 學士,223,11,51,15 花蓮縣,1 一般
103,0020,國立東華大學,310720,臺灣文化(及語言)(文學)學系,N 職,M 碩士,12,0,11,15 花蓮縣,1 一般
103,0020,國立東華大學,310801,公共行政學系,D 日,M 碩士,33,0,15,15 花蓮縣,1 一般
103,0020,國立東華大學,310801,公共行政學系,D 日,B 學士,67,8,0,15 花蓮縣,1 一般
103,0020,國立東華大學,310801,公共行政學系,N 職,M 碩士,65,0,26,15 花蓮縣,1 一般
103,0020,國立東華大學,311020,民族發展與社會工作學系,D 日,M 碩士,0,0,7,15 花蓮縣,1 一般
103,0020,國立東華大學,311020,民族發展與社會工作學系,D 日,B 學士,0,0,34,15 花蓮縣,1 一般
103,0020,國立東華大學,340201,會計(與)(資訊)(科技)(系統)學系,D 日,B 學士,246,9,72,15 花蓮縣,1 一般
103,0020,國立東華大學,340208,會計與財務學位學程,D 日,M 碩士,40,0,18,15 花蓮縣,1 一般
103,0020,國立東華大學,340301,企業管理學系,D 日,D 博士,52,0,6,15 花蓮縣,1 一般
103,0020,國立東華大學,340301,企業管理學系,D 日,M 碩士,71,0,41,15 花蓮縣,1 一般
103,0020,國立東華大學,340301,企業管理學系,D 日,B 學士,209,17,43,15 花蓮縣,1 一般
103,0020,國立東華大學,340301,企業管理學系,N 職,M 碩士,63,0,18,15 花蓮縣,1 一般
103,0020,國立東華大學,340307,國際企業(與)(管理)學系,D 日,M 碩士,48,0,17,15 花蓮縣,1 一般
103,0020,國立東華大學,340307,國際企業(與)(管理)學系,D 日,B 學士,213,15,47,15 花蓮縣,1 一般
103,0020,國立東華大學,340307,國際企業(與)(管理)學系,N 職,M 碩士,21,0,9,15 花蓮縣,1 一般
103,0020,國立東華大學,340501,(計量)(數量)財務金融學系,D 日,M 碩士,46,0,19,15 花蓮縣,1 一般
103,0020,國立東華大學,340501,(計量)(數量)財務金融學系,D 日,B 學士,214,12,52,15 花蓮縣,1 一般
103,0020,國立東華大學,340805,運籌(與行銷)管理系,D 日,M 碩士,33,0,15,15 花蓮縣,1 一般
103,0020,國立東華大學,349939,高階(主管)(經營)(企業)管理碩士(EMBA),N 職,M 碩士,61,0,22,15 花蓮縣,1 一般
103,0020,國立東華大學,349979,管理科學與財金學位學程,D 日,B 學士,66,0,0,15 花蓮縣,1 一般
103,0020,國立東華大學,380101,法律學系,D 日,B 學士,32,0,0,15 花蓮縣,1 一般
103,0020,國立東華大學,380201,財經法律學系,D 日,M 碩士,46,0,8,15 花蓮縣,1 一般
103,0020,國立東華大學,420103,生命科學系,D 日,D 博士,33,0,1,15 花蓮縣,1 一般
103,0020,國立東華大學,420103,生命科學系,D 日,M 碩士,37,0,25,15 花蓮縣,1 一般
103,0020,國立東華大學,420103,生命科學系,D 日,B 學士,230,12,42,15 花蓮縣,1 一般
103,0020,國立東華大學,440101,化學系,D 日,D 博士,21,0,8,15 花蓮縣,1 一般
103,0020,國立東華大學,440101,化學系,D 日,M 碩士,67,0,41,15 花蓮縣,1 一般
103,0020,國立東華大學,440101,化學系,D 日,B 學士,223,16,44,15 花蓮縣,1 一般
103,0020,國立東華大學,440301,物理學系,D 日,D 博士,18,0,2,15 花蓮縣,1 一般
103,0020,國立東華大學,440301,物理學系,D 日,M 碩士,48,0,19,15 花蓮縣,1 一般
103,0020,國立東華大學,440301,物理學系,D 日,B 學士,250,17,51,15 花蓮縣,1 一般
103,0020,國立東華大學,440501,海洋生物(科技)(暨資源)(技術)系,D 日,M 碩士,49,7,12,15 花蓮縣,1 一般
103,0020,國立東華大學,440502,海洋生物多樣性及演化研究所,D 日,M 碩士,0,0,12,15 花蓮縣,1 一般
103,0020,國立東華大學,449901,應用科學系,D 日,B 學士,0,0,2,15 花蓮縣,1 一般
103,0020,國立東華大學,460102,應用數學系,D 日,D 博士,5,0,1,15 花蓮縣,1 一般
103,0020,國立東華大學,460102,應用數學系,D 日,M 碩士,38,0,9,15 花蓮縣,1 一般
103,0020,國立東華大學,460102,應用數學系,D 日,B 學士,320,22,72,15 花蓮縣,1 一般
103,0020,國立東華大學,480109,資訊管理(技術)學系,D 日,M 碩士,24,0,11,15 花蓮縣,1 一般
103,0020,國立東華大學,480109,資訊管理(技術)學系,D 日,B 學士,205,10,38,15 花蓮縣,1 一般
103,0020,國立東華大學,520101,電機(與控制)工程學系,D 日,D 博士,25,0,2,15 花蓮縣,1 一般
103,0020,國立東華大學,520101,電機(與控制)工程學系,D 日,M 碩士,89,0,45,15 花蓮縣,1 一般
103,0020,國立東華大學,520101,電機(與控制)工程學系,D 日,B 學士,229,15,52,15 花蓮縣,1 一般
103,0020,國立東華大學,520101,電機(與控制)工程學系,N 職,M 碩士,16,0,5,15 花蓮縣,1 一般
103,0020,國立東華大學,520106,光電(科學與)工程學系,D 日,M 碩士,26,0,19,15 花蓮縣,1 一般
103,0020,國立東華大學,520106,光電(科學與)工程學系,D 日,B 學士,158,9,34,15 花蓮縣,1 一般
103,0020,國立東華大學,520114,資訊工程學系,D 日,D 博士,28,0,6,15 花蓮縣,1 一般
103,0020,國立東華大學,520114,資訊工程學系,D 日,M 碩士,146,0,80,15 花蓮縣,1 一般
103,0020,國立東華大學,520114,資訊工程學系,D 日,B 學士,276,21,52,15 花蓮縣,1 一般
103,0020,國立東華大學,520114,資訊工程學系,N 職,M 碩士,22,0,8,15 花蓮縣,1 一般
103,0020,國立東華大學,520502,材料科學(與)(工程)學系,D 日,D 博士,5,0,0,15 花蓮縣,1 一般
103,0020,國立東華大學,520502,材料科學(與)(工程)學系,D 日,M 碩士,51,0,28,15 花蓮縣,1 一般
103,0020,國立東華大學,520502,材料科學(與)(工程)學系,D 日,B 學士,234,14,50,15 花蓮縣,1 一般
103,0020,國立東華大學,769901,民族社會工作學位學程,D 日,B 學士,21,0,0,15 花蓮縣,1 一般
103,0020,國立東華大學,810201,觀光(與)(休閒)(管理)(遊憩)學系,D 日,M 碩士,30,0,16,15 花蓮縣,1 一般
103,0020,國立東華大學,810201,觀光(與)(休閒)(管理)(遊憩)學系,D 日,B 學士,229,10,54,15 花蓮縣,1 一般
103,0020,國立東華大學,850104,自然資源與環境(管理)學系,D 日,D 博士,26,0,1,15 花蓮縣,1 一般
103,0020,國立東華大學,850104,自然資源與環境(管理)學系,D 日,M 碩士,118,0,49,15 花蓮縣,1 一般
103,0020,國立東華大學,850104,自然資源與環境(管理)學系,D 日,B 學士,222,31,36,15 花蓮縣,1 一般
103,0020,國立東華大學,850117,人文與環境學位學程,D 日,M 碩士,3,0,0,15 花蓮縣,1 一般
103,0020,國立東華大學,999901,通識及共同科目,D 日,,0,15,0,15 花蓮縣,1 一般
103,0020,國立東華大學,999902,計算機中心,D 日,,0,1,0,15 花蓮縣,1 一般
103,0020,國立東華大學,999903,軍訓教官,D 日,,0,13,0,15 花蓮縣,1 一般
103,0020,國立東華大學,999904,護理教師,D 日,,0,1,0,15 花蓮縣,1 一般
103,0020,國立東華大學,999905,師資培育中心,D 日,,0,1,0,15 花蓮縣,1 一般
103,0021,國立暨南國際大學,140121,國際文教與比較教育學系,D 日,D 博士,32,0,3,08 南投縣,1 一般
103,0021,國立暨南國際大學,140121,國際文教與比較教育學系,D 日,M 碩士,33,0,14,08 南投縣,1 一般
103,0021,國立暨南國際大學,140121,國際文教與比較教育學系,D 日,B 學士,230,11,49,08 南投縣,1 一般
103,0021,國立暨南國際大學,140203,華語(文)教學學系,D 日,M 碩士,20,1,8,08 南投縣,1 一般
103,0021,國立暨南國際大學,140501,成人(及繼續)教育學系,D 日,M 碩士,60,5,9,08 南投縣,1 一般
103,0021,國立暨南國際大學,140506,終身學習與人力資源發展碩士學位學程,N 職,M 碩士,55,0,7,08 南投縣,1 一般
103,0021,國立暨南國際大學,140704,教育政策與行政學系,D 日,D 博士,52,0,7,08 南投縣,1 一般
103,0021,國立暨南國際大學,140704,教育政策與行政學系,D 日,M 碩士,53,0,15,08 南投縣,1 一般
103,0021,國立暨南國際大學,140704,教育政策與行政學系,D 日,B 學士,224,14,58,08 南投縣,1 一般
103,0021,國立暨南國際大學,140809,課程教學與科技研究所,D 日,M 碩士,30,6,8,08 南投縣,1 一般
103,0021,國立暨南國際大學,220201,(中)國(語)文學系,D 日,D 博士,17,0,0,08 南投縣,1 一般
103,0021,國立暨南國際大學,220201,(中)國(語)文學系,D 日,M 碩士,26,0,8,08 南投縣,1 一般
103,0021,國立暨南國際大學,220201,(中)國(語)文學系,D 日,B 學士,214,13,39,08 南投縣,1 一般
103,0021,國立暨南國際大學,220301,外國語文學系,D 日,M 碩士,16,0,7,08 南投縣,1 一般
103,0021,國立暨南國際大學,220301,外國語文學系,D 日,B 學士,232,12,52,08 南投縣,1 一般
103,0021,國立暨南國際大學,220901,(歷)史學系,D 日,D 博士,17,0,2,08 南投縣,1 一般
103,0021,國立暨南國際大學,220901,(歷)史學系,D 日,M 碩士,17,0,8,08 南投縣,1 一般
103,0021,國立暨南國際大學,220901,(歷)史學系,D 日,B 學士,215,12,58,08 南投縣,1 一般
103,0021,國立暨南國際大學,221001,人類學系,D 日,M 碩士,0,0,8,08 南投縣,1 一般
103,0021,國立暨南國際大學,310101,經濟學系,D 日,M 碩士,20,0,19,08 南投縣,1 一般
103,0021,國立暨南國際大學,310101,經濟學系,D 日,B 學士,270,11,58,08 南投縣,1 一般
103,0021,國立暨南國際大學,310312,原鄉發展跨領域學位學程,D 日,B 學士,41,0,0,08 南投縣,1 一般
103,0021,國立暨南國際大學,310506,輔導與諮商學系,D 日,D 博士,30,0,3,08 南投縣,1 一般
103,0021,國立暨南國際大學,310506,輔導與諮商學系,D 日,M 碩士,61,6,14,08 南投縣,1 一般
103,0021,國立暨南國際大學,310506,輔導與諮商學系,N 職,M 碩士,15,0,11,08 南投縣,1 一般
103,0021,國立暨南國際大學,310704,東南亞學系,D 日,D 博士,23,0,1,08 南投縣,1 一般
103,0021,國立暨南國際大學,310704,東南亞學系,D 日,M 碩士,74,0,7,08 南投縣,1 一般
103,0021,國立暨南國際大學,310704,東南亞學系,D 日,B 學士,45,11,0,08 南投縣,1 一般
103,0021,國立暨南國際大學,310704,東南亞學系,N 職,M 碩士,44,0,21,08 南投縣,1 一般
103,0021,國立暨南國際大學,310802,公共行政與政策學系,D 日,D 博士,13,0,0,08 南投縣,1 一般
103,0021,國立暨南國際大學,310802,公共行政與政策學系,D 日,M 碩士,42,0,12,08 南投縣,1 一般
103,0021,國立暨南國際大學,310802,公共行政與政策學系,D 日,B 學士,239,13,53,08 南投縣,1 一般
103,0021,國立暨南國際大學,310802,公共行政與政策學系,N 職,M 碩士,63,0,19,08 南投縣,1 一般
103,0021,國立暨南國際大學,310818,非營利組織經營管理學位學程,N 職,M 碩士,42,0,0,08 南投縣,1 一般
103,0021,國立暨南國際大學,340303,經營(與)管理(技術)學系,N 職,M 碩士,105,0,53,08 南投縣,1 一般
103,0021,國立暨南國際大學,340307,國際企業(與)(管理)學系,D 日,D 博士,38,0,2,08 南投縣,1 一般
103,0021,國立暨南國際大學,340307,國際企業(與)(管理)學系,D 日,M 碩士,49,0,16,08 南投縣,1 一般
103,0021,國立暨南國際大學,340307,國際企業(與)(管理)學系,D 日,B 學士,252,13,53,08 南投縣,1 一般
103,0021,國立暨南國際大學,340307,國際企業(與)(管理)學系,N 職,M 碩士,0,0,2,08 南投縣,1 一般
103,0021,國立暨南國際大學,340501,(計量)(數量)財務金融學系,D 日,M 碩士,41,0,14,08 南投縣,1 一般
103,0021,國立暨南國際大學,340501,(計量)(數量)財務金融學系,D 日,B 學士,262,10,61,08 南投縣,1 一般
103,0021,國立暨南國際大學,340501,(計量)(數量)財務金融學系,N 職,M 碩士,0,0,2,08 南投縣,1 一般
103,0021,國立暨南國際大學,349985,新興產業策略與發展學位學程,D 日,D 博士,13,0,0,08 南投縣,1 一般
103,0021,國立暨南國際大學,440102,應用化學系,D 日,D 博士,7,0,3,08 南投縣,1 一般
103,0021,國立暨南國際大學,440102,應用化學系,D 日,M 碩士,92,0,26,08 南投縣,1 一般
103,0021,國立暨南國際大學,440102,應用化學系,D 日,B 學士,192,14,47,08 南投縣,1 一般
103,0021,國立暨南國際大學,480109,資訊管理(技術)學系,D 日,M 碩士,86,0,32,08 南投縣,1 一般
103,0021,國立暨南國際大學,480109,資訊管理(技術)學系,D 日,B 學士,234,14,48,08 南投縣,1 一般
103,0021,國立暨南國際大學,520101,電機(與控制)工程學系,D 日,D 博士,19,0,6,08 南投縣,1 一般
103,0021,國立暨南國際大學,520101,電機(與控制)工程學系,D 日,M 碩士,129,0,60,08 南投縣,1 一般
103,0021,國立暨南國際大學,520101,電機(與控制)工程學系,D 日,B 學士,233,21,49,08 南投縣,1 一般
103,0021,國立暨南國際大學,520108,光電科技(學)研究所,N 職,M 碩士,46,0,16,08 南投縣,1 一般
103,0021,國立暨南國際大學,520114,資訊工程學系,D 日,D 博士,15,0,2,08 南投縣,1 一般
103,0021,國立暨南國際大學,520114,資訊工程學系,D 日,M 碩士,86,0,44,08 南投縣,1 一般
103,0021,國立暨南國際大學,520114,資訊工程學系,D 日,B 學士,217,16,44,08 南投縣,1 一般
103,0021,國立暨南國際大學,520301,土木工程學系,D 日,D 博士,20,0,1,08 南投縣,1 一般
103,0021,國立暨南國際大學,520301,土木工程學系,D 日,M 碩士,40,0,15,08 南投縣,1 一般
103,0021,國立暨南國際大學,520301,土木工程學系,D 日,B 學士,185,14,43,08 南投縣,1 一般
103,0021,國立暨南國際大學,520509,(應用)材料及光電(工程)(科學)學系,D 日,M 碩士,24,0,6,08 南投縣,1 一般
103,0021,國立暨南國際大學,520509,(應用)材料及光電(工程)(科學)學系,D 日,B 學士,195,9,46,08 南投縣,1 一般
103,0021,國立暨南國際大學,760301,(社會政策與)社會工作學系,D 日,D 博士,28,0,5,08 南投縣,1 一般
103,0021,國立暨南國際大學,760301,(社會政策與)社會工作學系,D 日,M 碩士,98,0,14,08 南投縣,1 一般
103,0021,國立暨南國際大學,760301,(社會政策與)社會工作學系,D 日,B 學士,228,14,56,08 南投縣,1 一般
103,0021,國立暨南國際大學,760301,(社會政策與)社會工作學系,N 修,C 二技,1,0,1,08 南投縣,2 技職
103,0021,國立暨南國際大學,810102,餐旅(行銷)(暨遊憩)管理學系,D 日,B 學士,0,0,44,08 南投縣,1 一般
103,0021,國立暨南國際大學,810230,休閒(學)與觀光管理學系,D 日,B 學士,0,0,60,08 南投縣,1 一般
103,0021,國立暨南國際大學,810247,觀光休閒與餐旅管理學系,D 日,M 碩士,11,0,0,08 南投縣,1 一般
103,0021,國立暨南國際大學,810247,觀光休閒與餐旅管理學系,D 日,B 學士,471,10,0,08 南投縣,1 一般
103,0021,國立暨南國際大學,850202,地震與防災工程研究所,D 日,M 碩士,0,0,1,08 南投縣,1 一般
103,0021,國立暨南國際大學,999901,通識及共同科目,D 日,,0,13,0,08 南投縣,1 一般
